346;406;607;917;1599;2527;6316;12126
341;456;485;643;1074;1892;3857;7537
406;491;490;564;920;1631;2873;5566
425;521;554;563;796;1379;2394;4570
587;790;618;717;871;1391;2272;4499
1316574;1080160;1168795;1378097;999593;1028494;1019143;1100003
6111407;5865136;5810428;6023228;4991797;5249570;5297795;5287587
13414085;14301566;15950509;13338281;13643916;12909452;14502974;14926645
