695092;1079754;1413729;1755404;1894272;1816071;2029827;2038207
293818;434738;885308;1262444;1446316;1529485;1726977;1836349
156286;260521;533567;836210;1086818;1228023;1500114;1536559
123994;208471;407449;709321;985237;1126682;1275634;1483112
86575;148271;287458;540154;824828;988310;1137244;1192942
40;88;104;190;424;1055;2616;5016
3;7;12;25;45;101;157;385
0;1;1;5;7;10;25;42
