719;926;1415;2279;4223;8810;15767;31398
851;1150;1130;1584;2766;5231;9265;17428
1066;1280;1250;1595;2454;4343;7110;13883
1008;1199;1227;1410;2026;3550;6272;10783
1155;1349;1391;1481;1940;3238;5625;10729
1568327;1423173;2394692;2639033;2357643;1896075;1526732;1590980
8195524;7359716;8671818;8188825;7706432;8206130;7728187;7910380
17540293;18291396;19070189;17140301;18600010;17511773;17202069;17265513
