1445583;2447663;3292375;4362104;5003138;6331866;5066659;5278126
732351;1096164;2061729;3112509;3722458;4219780;4148088;4244912
410599;673214;1360464;2363644;2898389;3269156;3711797;3832479
294424;479556;903094;1774692;2513347;2900394;3341055;3500881
170247;253163;647222;1113106;1836694;2298460;2816748;2842217
48;116;214;363;1002;1946;3929;7286
3;7;11;36;82;159;348;762
0;1;2;3;6;13;26;51
