2458504;0;0;0;0;0;0;0
2062034;915911;0;0;0;0;0;0
1338612;1830154;232804;0;0;0;0;0
809517;1093180;967734;132359;0;0;0;0
364400;882761;890404;654198;81122;0;0;0
56;121;84;109;152;12;0;0
5;14;21;24;31;30;0;0
1;2;2;4;5;6;9;0
