488;717;956;2026;3270;5963;12304;23471
561;759;778;1259;2102;4298;7540;14392
628;751;812;1090;1806;3218;5674;10661
555;808;846;1088;1417;2588;4938;8741
764;856;986;981;1577;2617;4484;7581
1254965;1185135;1102211;958309;1132829;1044227;1138023;1296062
6662865;5951947;5749734;6015673;6069529;6268245;5530664;5985646
15044682;15479982;14264243;13483615;12015383;12564434;11700534;13478311
